,objectid,plant_code,plant_name,utility_id,utility_name,sector_name,street_address,city,county,state,zip,primsource,source_desc,tech_desc,install_mw,total_mw,bat_mw,bio_mw,coal_mw,geo_mw,hydro_mw,hydrops_mw,ng_mw,nuclear_mw,crude_mw,solar_mw,wind_mw,other_mw,source,period,longitude,latitude
7986,19556,61101,Ku'ia Solar,60713,Ku'ia Solar LLC,IPP Non-CHP,TMK No. (2) 4-6-018-003,Lahaina,Maui,Hawaii,96761.0,solar,Solar = 2.9 MW,Solar Photovoltaic,2.9,2.9,,,,,,,,,,2.9,,,"EIA-860, EIA-860M and EIA-923",202305,-156.65788398376532,20.886017206934095
7987,19557,61102,"GASNA 18P, LLC",57354,X-Elio North America Inc,IPP Non-CHP,100 Convention Center Boulevar,San Juan,San Juan,Puerto Rico,907.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-66.092419,18.453211
7988,19558,61104,Pima Community College - East Campus,60947,Tesla Inc.,IPP Non-CHP,5901 S Calle Santa Cruz,Tucson,Pima,Arizona,85706.0,solar,Solar = 1.3 MW,Solar Photovoltaic,1.3,1.3,,,,,,,,,,1.3,,,"EIA-860, EIA-860M and EIA-923",202305,-110.990639,32.146142
7989,19559,61106,Pine River Wind Park,5109,DTE Electric Company,Electric Utility,318 West Wright Ave,Shepherd,Isabella,Michigan,48883.0,wind,Wind = 161.3 MW,Onshore Wind Turbine,161.3,161.3,,,,,,,,,,,161.3,,"EIA-860, EIA-860M and EIA-923",202305,-84.696781,43.524324
7990,19560,61107,Vanadium Redox Flow Battery Plant,60336,SDGE Batteries,Electric Utility,7310 San Miguel Road,Bonita,San Diego,California,91902.0,batteries,Battery = 2 MW,Batteries,2.0,2.0,2.0,,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-116.988781,32.682506
7991,19561,61109,Fajardo MSWL,60726,"Landfill Gas Technologies of Fajardo, LLC",Commercial Non-CHP,Road 982 km. 4.9 Demajagua War,Fajardo,Fajardo,Puerto Rico,738.0,biomass,Biomass = 2.4 MW,Landfill Gas,2.4,2.4,,2.4,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-65.681319,18.293924
7992,19562,61110,San Fermin Solar Farm Hybrid,60725,San Fermin Solar Farm LLC,IPP Non-CHP,1 Calle Caribe,Canovanas,Canovanas,Puerto Rico,729.0,solar,"Battery = 3.6 MW, Petroleum = 4 MW,Solar = 20 MW",Batteries; Petroleum Liquids; Solar Photovoltaic,27.6,27.6,3.6,,,,,,,,4.0,20.0,,,"EIA-860, EIA-860M and EIA-923",202305,-65.9045,18.4115
7993,19563,61112,El Yunque Filtration Plant,60689,"PV Properties, Inc.",Electric Utility,"PR-3 km 25 , Ramal 955",Rio Grande,Rio Grande,Puerto Rico,745.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-65.817551,18.37739
7994,19564,61113,Arecibo Filtration Plant,60689,"PV Properties, Inc.",Electric Utility,"PR-663 km 1.0 , Ramal",Arecibo,Arecibo,Puerto Rico,688.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-66.632501,18.426418
7995,19565,61114,Canovanas Filtration Plant,60689,"PV Properties, Inc.",Electric Utility,PR-3 km 18.6,Canovanas,Canovanas,Puerto Rico,729.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-65.879311,18.377243
7996,19566,61115,Manteca Land PV,61012,AES Distributed Energy,IPP Non-CHP,13602 California 99,Manteca,San Joaquin,California,95336.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-121.216191,37.84013
7997,19567,61116,Delano Land 1,61012,AES Distributed Energy,IPP Non-CHP,Highway 43 and Garces Hwy,Delano,Kern,California,93250.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-119.344408,35.761217
7998,19568,61117,Bakersfield PV 1,61012,AES Distributed Energy,IPP Non-CHP,2000 East Planz Road,Bakersfield,Kern,California,93307.0,solar,Solar = 5.3 MW,Solar Photovoltaic,5.3,5.3,,,,,,,,,,5.3,,,"EIA-860, EIA-860M and EIA-923",202305,-118.981522,35.324982
7999,19569,61118,Bakersfield Industrial PV 1,61012,AES Distributed Energy,IPP Non-CHP,2921 Madison Street,Bakersfield,Kern,California,93307.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-118.993119,35.330032
8000,19570,61119,Quichapa 1,60731,Quichapa 1 LLC,IPP Non-CHP,1252 South 7700 West,Cedar City,Iron,Utah,84720.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-113.216679,37.658223
8001,19571,61120,Quichapa 2,60732,Quichapa 2 LLC,IPP Non-CHP,6502 West 600 South,Cedar City,Iron,Utah,84720.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-113.188953,37.666772
8002,19572,61121,Quichapa 3,60733,Quichapa 3 LLC,IPP Non-CHP,8530 West Hwy 56,Cedar City,Iron,Utah,84721.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-113.236928,37.649816
8003,19573,61122,Toa Baja MSWL,60726,"Landfill Gas Technologies of Fajardo, LLC",Commercial Non-CHP,Road 866 km. 2.2 Candelaria Ar,Toa Baja,Toa Baja,Puerto Rico,949.0,biomass,Biomass = 2.4 MW,Landfill Gas,2.4,2.4,,2.4,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.201857,18.422147
8004,19574,61124,Elizabeth Mines Solar 1,60734,"Elizabeth Mines Solar 1, LLC",IPP Non-CHP,170 Mine Road,So. Strafford,Orange,Vermont,5070.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-72.33111,43.823611
8005,19575,61125,Nebraska Valley Solar Farm,27316,Town of Stowe- (VT),Electric Utility,300 Beech Hill Road,Stowe,Lamoille,Vermont,5602.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-72.770856,44.46234
8006,19576,61126,Bedford Solar,63026,"Oppidum Renewables USA, LLC",IPP Non-CHP,1477 Draper Rd.,Bedford,Bedford,Virginia,24523.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-79.480995,37.335046
8007,19577,61127,Gamble Solar,63026,"Oppidum Renewables USA, LLC",IPP Non-CHP,799 Old US Hwy 74,Bostic,Rutherford,North Carolina,28018.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-81.817362,35.348375
8008,19578,61128,Salisbury Solar,63026,"Oppidum Renewables USA, LLC",IPP Non-CHP,Dunns Mountain Road,Salisbury,Rowan,North Carolina,28146.0,solar,Solar = 3.8 MW,Solar Photovoltaic,3.8,3.8,,,,,,,,,,3.8,,,"EIA-860, EIA-860M and EIA-923",202305,-80.422626,35.632585
8009,19579,61129,Wadesboro Solar,63026,"Oppidum Renewables USA, LLC",IPP Non-CHP,275 Allen Pond Rd.,Wadesboro,Anson,North Carolina,28170.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-80.028987,34.973863
8010,19580,61131,Tolson Solar,63026,"Oppidum Renewables USA, LLC",IPP Non-CHP,2088 Davistown-Mercer Rd.,Tarboro,Edgecombe,North Carolina,27886.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-77.615869,35.829572
8011,19581,61132,Punta Lima Wind Farm,60753,"Punta Lima Wind Farm, LLC",IPP Non-CHP,Santiago y Lima,Naguabo,Naguabo,Puerto Rico,718.0,wind,Wind = 23.4 MW,Onshore Wind Turbine,23.4,23.4,,,,,,,,,,,23.4,,"EIA-860, EIA-860M and EIA-923",202305,-65.695197,18.189872
8012,19582,61133,"Humacao Solar Project, LLC",60754,"Fonroche Energy America, Inc.",IPP Non-CHP,Final Calle John Smith Parque,Humacao,Humacao,Puerto Rico,791.0,solar,Solar = 20 MW,Solar Photovoltaic,20.0,20.0,,,,,,,,,,20.0,,,"EIA-860, EIA-860M and EIA-923",202305,-65.822342,18.134597
8013,19583,61134,Phelps 158 Solar Farm,60025,Greenbacker Renewable Energy Corporation,IPP Non-CHP,13429 NC 158 HW,Conway,Northampton,North Carolina,27855.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-77.161514,36.442636
8014,19584,61135,Lebanon Solar Farm (MO),58822,MC Power Companies Inc,IPP Non-CHP,2 Sunrise Drive,Lebanon,Laclede,Missouri,65536.0,solar,Solar = 2.5 MW,Solar Photovoltaic,2.5,2.5,,,,,,,,,,2.5,,,"EIA-860, EIA-860M and EIA-923",202305,-92.670628,37.667831
8015,19585,61136,Horizon Energy (PR) Hybrid,60760,Horizon Energy LLC,IPP Non-CHP,Carretera PR 706 km 0.9,Salinas,Salinas,Puerto Rico,751.0,solar,"Battery = 5.1 MW, Solar = 10 MW",Batteries; Solar Photovoltaic;,15.1,15.1,5.1,,,,,,,,,10.0,,,"EIA-860, EIA-860M and EIA-923",202305,-66.220533,17.979256
8016,19586,61137,Medtronic Solar,63359,"REA Investments, LLC",IPP Non-CHP,Ceiba Norte Industrial Park,Juncos,Juncos,Puerto Rico,777.0,solar,Solar = 4 MW,Solar Photovoltaic,4.0,4.0,,,,,,,,,,4.0,,,"EIA-860, EIA-860M and EIA-923",202305,-65.911609,18.236289
8017,19587,61138,Armstrong Solar,60904,ETCAP NES CS MN 06 LLC,IPP Non-CHP,19987 180th St.,Glenwood,Pope,Minnesota,56334.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-95.35635,45.642252
8018,19588,61139,Marmas Solar CSG,62759,National Grid Renewables,IPP Non-CHP,622 19th Ave. SE,St. Cloud,Sherburne,Minnesota,56304.0,solar,Solar = 4 MW,Solar Photovoltaic,4.0,4.0,,,,,,,,,,4.0,,,"EIA-860, EIA-860M and EIA-923",202305,-94.117112,45.556056
8019,19589,61140,"CF Novel Solar CSG Gardens Two, LLC",61060,Cypress Creek Renewables,IPP Non-CHP,27 250th St.,Minnesota Lake,Faribault,Minnesota,56068.0,solar,Solar = 1.8 MW,Solar Photovoltaic,1.8,1.8,,,,,,,,,,1.8,,,"EIA-860, EIA-860M and EIA-923",202305,-93.83675,43.845905
8020,19590,61141,"CF Novel Solar CSG Gardens Eleven, LLC",61060,Cypress Creek Renewables,IPP Non-CHP,48904 MN 22,Mankato,Blue Earth,Minnesota,56001.0,solar,Solar = 3 MW,Solar Photovoltaic,3.0,3.0,,,,,,,,,,3.0,,,"EIA-860, EIA-860M and EIA-923",202305,-93.96,44.24
8021,19591,61142,WasecaSun,62759,National Grid Renewables,IPP Non-CHP,2800 SW 92nd Ave,Waseca,Waseca,Minnesota,56093.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-93.386458,44.051448
8022,19592,61144,Astoria Station,14232,Otter Tail Power Co,Electric Utility,19333 482nd Ave,Astoria,Deuel,South Dakota,57213.0,natural gas,Natural Gas = 244.2 MW,Natural Gas Fired Combustion Turbine,349.0,244.2,,,,,,,244.2,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-96.55942,44.574965
8023,19593,61145,Brown County LFGTE Power Station,55858,EDL Inc,IPP Non-CHP,9427 Beyers Road,Georgetown,Brown,Ohio,45121.0,biomass,Biomass = 4.5 MW,Landfill Gas,4.8,4.5,,4.5,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-83.903,38.895
8024,19594,61146,Aguirre Plant,15497,Puerto Rico Electric Pwr Authority,Electric Utility,Bo. Montesoria KM 152.3,Salinas,Salinas,Puerto Rico,704.0,petroleum,Petroleum = 1461.2 MW,Petroleum Liquids,1534.0,1461.2,,,,,,,,,1461.2,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.234,17.9492
8025,19595,61147,Costa Sur Plant,15497,Puerto Rico Electric Pwr Authority,Electric Utility,Road 127 KM 15.7,Guayanilla,,Puerto Rico,656.0,natural gas,"Natural Gas = 765.6 MW, Petroleum = 200.9 MW",Natural Gas Steam Turbine; Petroleum Liquids;,1032.0,966.5,,,,,,,765.6,,200.9,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.7597,18.003
8026,19596,61148,Central San Juan Plant,15497,Puerto Rico Electric Pwr Authority,Electric Utility,Calle Mercado Lote 28 Zona Por,San Juan,,Puerto Rico,936.0,petroleum,Petroleum = 783.9 MW,Petroleum Liquids,840.0,783.9,,,,,,,,,783.9,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.1045,18.4271
8027,19597,61149,Palo Seco Plant,15497,Puerto Rico Electric Pwr Authority,Electric Utility,165 Ave KM 31.8,Toa Baja,,Puerto Rico,949.0,petroleum,Petroleum = 561.9 MW,Petroleum Liquids,818.0,561.9,,,,,,,,,561.9,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.1484,18.4559
8028,19598,61150,Cambalache Plant,15497,Puerto Rico Electric Pwr Authority,Electric Utility,Road 2 KM 73.5 INT 861,Arecibo,Arecibo,Puerto Rico,612.0,petroleum,Petroleum = 241.5 MW,Petroleum Liquids,247.5,241.5,,,,,,,,,241.5,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.6969,18.471
8029,19599,61151,Mayaguez Plant,15497,Puerto Rico Electric Pwr Authority,Electric Utility,Road 331 Ave Malecon,Mayaguez,,Puerto Rico,680.0,petroleum,Petroleum = 220 MW,Petroleum Liquids,220.0,220.0,,,,,,,,,220.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-67.1592,18.2186
8030,19600,61152,Intel Folsom Phase 3,60947,Tesla Inc.,IPP Non-CHP,1900 Prairie City Road,Folsom,Sacramento,California,95630.0,solar,Solar = 5.2 MW,Solar Photovoltaic,5.2,5.2,,,,,,,,,,5.2,,,"EIA-860, EIA-860M and EIA-923",202305,-121.162623,38.645961
8031,19601,61153,AT&T Holger,57128,Bloom Energy,IPP Non-CHP,400 Holger Way,San Jose,Santa Clara,California,95134.0,natural gas,Natural Gas = 1.3 MW,Other Natural Gas,1.3,1.3,,,,,,,1.3,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-121.94453,37.417638
8032,19602,61154,AT&T Anaheim,57128,Bloom Energy,IPP Non-CHP,217 North Lemon Street,Anaheim,Orange,California,92805.0,natural gas,Natural Gas = 1.3 MW,Other Natural Gas,1.3,1.3,,,,,,,1.3,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-117.916893,33.836439
8033,19603,61155,Big Timber Wind Farm,56769,Consolidated Edison Development Inc.,IPP Non-CHP,447 Deadmans Canyon Road,Big Timber,Sweet Grass,Montana,59011.0,wind,Wind = 25 MW,Onshore Wind Turbine,25.0,25.0,,,,,,,,,,,25.0,,"EIA-860, EIA-860M and EIA-923",202305,-109.649167,45.855428
8034,19604,61156,St. Pauls Solar 2,60865,"CD Global Solar Holdings, LLC",IPP Non-CHP,15150 US Highway 301 South,St. Pauls,Robeson,North Carolina,28384.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-78.981,34.7691
8035,19605,61157,Boaz Farm Solar,60865,"CD Global Solar Holdings, LLC",IPP Non-CHP,1907 Whip-Poor-Will Lane,Sanford,Lee,North Carolina,27331.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-79.13444,35.46777
8036,19606,61158,Bizzell Church Solar 2,60865,"CD Global Solar Holdings, LLC",IPP Non-CHP,1543 Bizzell Grove Church Road,Selma,Johnston,North Carolina,27576.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-78.177204,35.544405
8037,19607,61161,Harvest Ridge  Wind Farm,60719,Harvest Ridge Wind Farm,IPP Non-CHP,TBD,Newman,Douglas,Illinois,61942.0,wind,Wind = 202 MW,Onshore Wind Turbine,202.0,202.0,,,,,,,,,,,202.0,,"EIA-860, EIA-860M and EIA-923",202305,-88.072302,39.83188
8038,19608,61162,RB Manufacturing LLC Belle Mead NJ,60752,RB Manufacturing LLC,Industrial Non-CHP,799 Route 206,Hillsborough,Somerset,New Jersey,8844.0,solar,Solar = 1.4 MW,Solar Photovoltaic,1.5,1.4,,,,,,,,,,1.4,,,"EIA-860, EIA-860M and EIA-923",202305,-74.650123,40.483601
8039,19609,61163,Onset East Community Solar Facility,60792,"BCC Solar III, LLC",IPP Non-CHP,3074 Cranberry Highway,Wareham,Plymouth,Massachusetts,2538.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-70.653675,41.757027
8040,19610,61164,Onset West Community Solar Facility,60792,"BCC Solar III, LLC",IPP Non-CHP,3074 Cranberry Highway,Wareham,Plymouth,Massachusetts,2538.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-70.653675,41.757027
8041,19611,61165,Columbus Solar Project,61724,New Mexico Renewable Development LLC,IPP Non-CHP,29000 Dust Devel Rd SE,Columbus,Luna,New Mexico,88029.0,solar,Solar = 1.9 MW,Solar Photovoltaic,1.9,1.9,,,,,,,,,,1.9,,,"EIA-860, EIA-860M and EIA-923",202305,-107.587513,31.86673
8042,19612,61166,Tyee Lake Hydroelectric Facility,60123,Southeast Alaska Power Agency,Commercial Non-CHP,Bradfield Canal,Wrangell,Wrangell Petersburg,Alaska,99929.0,hydroelectric,Hydroelectric = 22.6 MW,Conventional Hydroelectric,22.6,22.6,,,,,22.6,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-131.504344,56.216403
8043,19613,61171,Jobos,15497,Puerto Rico Electric Pwr Authority,Electric Utility,Road 3 KM 141.1,Guayama,,Puerto Rico,784.0,petroleum,Petroleum = 42 MW,Petroleum Liquids,42.0,42.0,,,,,,,,,42.0,,,,"EIA-860, EIA-860M and EIA-923",202305,-66.1398,17.9602
8044,19614,61172,EE Waianae Solar Project,60793,EE Waianae Solar Project LLC,IPP Non-CHP,85-191 Ala Hema St,Waianae,Honolulu,Hawaii,96792.0,solar,Solar = 27.6 MW,Solar Photovoltaic,28.3,27.6,,,,,,,,,,27.6,,,"EIA-860, EIA-860M and EIA-923",202305,-158.18788262787567,21.452006112675935
8045,19615,61173,IKEA Miami 327,57389,IKEA Property Inc,Commercial Non-CHP,1801 NW 117th Ave.,Miami,Miami Dade,Florida,33172.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-80.3838,25.7915
8046,19616,61174,Taurus Community Solar,60822,Taurus Community Solar,IPP Non-CHP,802 N 28th St,Montevideo,Chippewa,Minnesota,56265.0,solar,Solar = 3.6 MW,Solar Photovoltaic,4.0,3.6,,,,,,,,,,3.6,,,"EIA-860, EIA-860M and EIA-923",202305,-95.691471,44.95028
8047,19617,61175,Pegasus Community Solar,60823,Pegasus Community Solar,IPP Non-CHP,573 Central Avenue North,Brooten,Stearns,Minnesota,56316.0,solar,Solar = 1.8 MW,Solar Photovoltaic,2.0,1.8,,,,,,,,,,1.8,,,"EIA-860, EIA-860M and EIA-923",202305,-95.124682,45.495453
8048,19618,61176,Antares Community Solar,60824,Antares Community Solar,IPP Non-CHP,1401 4th St,Tracy,Lyon,Minnesota,56175.0,solar,Solar = 2.7 MW,Solar Photovoltaic,3.0,2.7,,,,,,,,,,2.7,,,"EIA-860, EIA-860M and EIA-923",202305,-95.623804,44.226179
8049,19619,61177,Corvus Community Solar,60825,Corvus Community Solar,IPP Non-CHP,198 Sakatah Dr,Mankato,Blue Earth,Minnesota,56002.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-93.944002,44.191352
8050,19620,61178,Capella Community Solar,60826,Capella Community Solar,IPP Non-CHP,1053 100th Ave,Pipestone,Pipestone,Minnesota,56164.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-96.161204,44.0901
8051,19621,61179,Carina Community Solar,60827,Carina Community Solar,IPP Non-CHP,36651 Highway 60,Zumbro Falls,Wabasha,Minnesota,55991.0,solar,Solar = 3.6 MW,Solar Photovoltaic,4.0,3.6,,,,,,,,,,3.6,,,"EIA-860, EIA-860M and EIA-923",202305,-92.241187,44.164677
8052,19622,61180,Caelum Community Solar,60829,Caelum Community Solar,IPP Non-CHP,11010 65th St NE,Foley,Benton,Minnesota,56329.0,solar,Solar = 1.8 MW,Solar Photovoltaic,2.0,1.8,,,,,,,,,,1.8,,,"EIA-860, EIA-860M and EIA-923",202305,-93.936782,45.662006
8053,19623,61181,Andromeda Community Solar,60828,Andromeda Community Solar,IPP Non-CHP,19696 Co Rd 9,Lester Prairie,McLeod,Minnesota,55354.0,solar,Solar = 4.5 MW,Solar Photovoltaic,5.0,4.5,,,,,,,,,,4.5,,,"EIA-860, EIA-860M and EIA-923",202305,-94.031626,44.901926
8054,19624,61182,Lyra Community Solar,60830,Lyra Community Solar,IPP Non-CHP,47857 State Hwy 13,Waterville,Le Sueur,Minnesota,56329.0,solar,Solar = 2.7 MW,Solar Photovoltaic,3.0,2.7,,,,,,,,,,2.7,,,"EIA-860, EIA-860M and EIA-923",202305,-93.585787,44.240346
8055,19625,61183,Argo Navis Community Solar,60831,Argo Navis Community Solar,IPP Non-CHP,21205 St Croix Trail N,Scandia,Washington,Minnesota,55073.0,solar,Solar = 2.7 MW,Solar Photovoltaic,3.0,2.7,,,,,,,,,,2.7,,,"EIA-860, EIA-860M and EIA-923",202305,-92.772284,45.255245
8056,19626,61185,Pfeffers,63249,Terraform Arcadia,IPP Non-CHP,11121 Pfeffers Rd,Kingsville,Baltimore,Maryland,21087.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-76.393562,39.42757
8057,19627,61186,Boston Medical Center CHP Plant,60816,Boston Medical Center,Commercial CHP,850 Harrison Avenue,Boston,Suffolk,Massachusetts,2118.0,natural gas,"Battery = 1 MW, Natural Gas = 2 MW",Batteries; Natural Gas Internal Combustion Engine;,3.0,3.0,1.0,,,,,,2.0,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-71.074171,42.334651
8058,19628,61187,Century Drive Solar Farm,60818,"J.T. Hobby and Son, Inc.",IPP Non-CHP,"2000, 2020, 2021 and 2100 Cent",Raleigh,Wake,North Carolina,27612.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-78.6689,35.837841
8059,19629,61189,Shavano Falls Hydro,60815,Shavano Falls Hydro LLC,IPP Non-CHP,58801 Maple Road,Montrose,Montrose,Colorado,81403.0,hydroelectric,Hydroelectric = 2.8 MW,Conventional Hydroelectric,2.8,2.8,,,,,2.8,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-108.002283,38.491966
8060,19630,61190,Shavano Falls Hydro Drop 4,60813,Shavano Falls Hydro LLC - Drop 4 Project,IPP Non-CHP,16100 6900 Road,Montrose,Montrose,Colorado,81401.0,hydroelectric,Hydroelectric = 4.5 MW,Conventional Hydroelectric,4.8,4.5,,,,,4.5,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-107.776727,38.450483
8061,19631,61191,Drop 5,60814,Drop 5 Hydro LLC,IPP Non-CHP,19420 Pahgre Road,Montrose,Montrose,Colorado,81403.0,hydroelectric,Hydroelectric = 2.4 MW,Conventional Hydroelectric,2.4,2.4,,,,,2.4,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-107.810213,38.404377
8062,19632,61192,IKEA Joliet Rooftop PV System,57389,IKEA Property Inc,Commercial Non-CHP,650 Emerald Drive,Joliet,Will,Illinois,60433.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-88.07,41.48
8063,19633,61193,IKEA Las Vegas 462,57389,IKEA Property Inc,Commercial Non-CHP,6500 IKEA Way,Las Vegas,Clark,Nevada,89148.0,solar,Solar = 1 MW,Solar Photovoltaic,1.0,1.0,,,,,,,,,,1.0,,,"EIA-860, EIA-860M and EIA-923",202305,-115.280825,36.068926
8064,19634,61194,"Barker Solar, LLC",60841,"Barker Solar, LLC",IPP Non-CHP,1205 Owen Drive,Lumberton,Robeson,North Carolina,28358.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-78.928657,34.635599
8065,19635,61195,"231 Dixon 74 Solar I, LLC",60845,"231 Dixon 74 Solar I, LLC",IPP Non-CHP,5124 E. Dixon Blvd.,Kings Mountain,Cleveland,North Carolina,28086.0,solar,Solar = 2 MW,Solar Photovoltaic,2.0,2.0,,,,,,,,,,2.0,,,"EIA-860, EIA-860M and EIA-923",202305,-81.430385,35.244125
8066,19636,61196,"Mill Pond Solar Farm, LLC",60843,"Mill Pond Solar Farm, LLC",IPP Non-CHP,579 Mill Pond Road,Whiteville,Columbus,North Carolina,28472.0,solar,Solar = 5 MW,Solar Photovoltaic,5.0,5.0,,,,,,,,,,5.0,,,"EIA-860, EIA-860M and EIA-923",202305,-78.701463,34.307121
8067,19637,61197,Pima Energy Storage System,60834,Pima Energy Storage System,IPP Non-CHP,2501 N. Flowing Wells Rd.,Tucson,Pima,Arizona,85705.0,batteries,Battery = 10 MW,Batteries,10.0,10.0,10.0,,,,,,,,,,,,"EIA-860, EIA-860M and EIA-923",202305,-110.991333,32.251647
8068,19638,61198,Merck - Upper Gwynedd Solar Array,60812,Merck - Upper Gwynedd Solar Array,Commercial Non-CHP,351 North Sumneytown Pike,North Wales,Montgomery,Pennsylvania,19454.0,solar,Solar = 1.5 MW,Solar Photovoltaic,1.5,1.5,,,,,,,,,,1.5,,,"EIA-860, EIA-860M and EIA-923",202305,-75.28309,40.215399
8069,19639,61199,T0588 Phoenix - AZ,60520,SoCore Energy LLC,IPP Non-CHP,25 N 75th Ave,Phoenix,Maricopa,Arizona,85043.0,solar,Solar = 1.2 MW,Solar Photovoltaic,1.2,1.2,,,,,,,,,,1.2,,,"EIA-860, EIA-860M and EIA-923",202305,-112.217664,33.447225
